expdate,strike,Call/Put,Symbol,Price,Bid,Ask,Change,Percent Change,Volume,Open Interest,Option Value,IV,Param IV,Delta,Gamma,Theta,Alpha,Vega,Rho
01/23/2015,575.0,Put,GOOG  150123P00575000,49.650,48.00,51.30,3.55,7.7007,0,0,49.6500,0.2424,25.5466,-0.9230,0.0045,-0.0989,-0.0460,0.1943,-0.2065
01/30/2015,475.0,Call,GOOG  150130C00475000,55.750,54.50,57.00,-3.45,-5.8277,0,0,55.7500,0.3589,33.72,0.8535,0.0042,-0.2091,-0.0203,0.3464,0.3234
01/30/2015,475.0,Put,GOOG  150130P00475000,3.400,3.10,3.70,0.30,9.6774,0,108,3.4000,0.3323,33.72,-0.1294,0.0042,-0.1765,-0.0239,0.3283,-0.0553
01/30/2015,480.0,Call,GOOG  150130C00480000,51.400,50.20,52.60,-3.40,-6.2044,0,55,51.4000,0.3517,33.0822,0.8332,0.0047,-0.2229,-0.0211,0.3772,0.3183
01/30/2015,480.0,Put,GOOG  150130P00480000,4.000,3.70,4.30,0.45,12.6761,10,86,4.0000,0.3261,33.0822,-0.1503,0.0047,-0.1911,-0.0248,0.3523,-0.0683
01/30/2015,485.0,Call,GOOG  150130C00485000,47.100,45.90,48.30,-3.05,-6.0818,0,10,47.1000,0.3434,32.4717,0.8113,0.0052,-0.2352,-0.0222,0.4078,0.3123
01/30/2015,485.0,Put,GOOG  150130P00485000,4.750,4.40,5.10,0.50,11.7647,11,118,4.7500,0.3213,32.4717,-0.1740,0.0053,-0.2079,-0.0256,0.4017,-0.0739
01/30/2015,490.0,Call,GOOG  150130C00490000,42.950,41.80,44.10,-3.10,-6.7318,0,1,42.9500,0.3364,31.8889,0.7860,0.0057,-0.2483,-0.0231,0.4397,0.3048
01/30/2015,490.0,Put,GOOG  150130P00490000,5.550,5.20,5.90,0.60,12.1212,0,46,5.5500,0.3148,31.8889,-0.2003,0.0059,-0.2213,-0.0266,0.4229,-0.0912
01/30/2015,492.5,Call,GOOG  150130C00492500,40.750,39.80,41.70,-3.20,-7.281,0,0,40.7500,0.3292,31.6081,0.7746,0.0060,-0.2503,-0.0241,0.4531,0.3016
01/30/2015,492.5,Put,GOOG  150130P00492500,6.050,5.70,6.40,0.80,15.2381,0,65,6.0500,0.3126,31.6081,-0.2148,0.0062,-0.2299,-0.0270,0.4387,-0.0911
01/30/2015,495.0,Call,GOOG  150130C00495000,38.750,37.80,39.70,-3.00,-7.1856,0,0,38.7500,0.3258,31.3344,0.7601,0.0063,-0.2564,-0.0247,0.4690,0.2970
01/30/2015,495.0,Put,GOOG  150130P00495000,6.550,6.20,6.90,0.85,14.9123,0,17,6.5500,0.31,31.3344,-0.2299,0.0065,-0.2371,-0.0275,0.4720,-0.0970
01/30/2015,497.5,Call,GOOG  150130C00497500,36.900,35.80,38.00,-3.00,-7.5188,0,0,36.9000,0.3248,31.0677,0.7436,0.0066,-0.2648,-0.0248,0.4860,0.2914
01/30/2015,497.5,Put,GOOG  150130P00497500,7.050,6.70,7.40,0.85,13.7097,1,22,7.0500,0.3062,31.0677,-0.2454,0.0068,-0.2425,-0.0282,0.4732,-0.1037
01/30/2015,500.0,Call,GOOG  150130C00500000,35.050,34.00,36.10,-2.75,-7.2751,0,21,35.0500,0.323,30.8083,0.7269,0.0068,-0.2718,-0.0251,0.5018,0.2857
01/30/2015,500.0,Put,GOOG  150130P00500000,7.650,7.30,8.00,1.00,15.0376,3,59,7.6500,0.3042,30.8083,-0.2624,0.0071,-0.2498,-0.0285,0.5038,-0.1103
01/30/2015,502.5,Call,GOOG  150130C00502500,32.950,32.20,33.70,-2.95,-8.2173,0,0,32.9500,0.3155,30.5561,0.7124,0.0072,-0.2722,-0.0263,0.5145,0.2812
01/30/2015,502.5,Put,GOOG  150130P00502500,8.300,7.90,8.70,1.10,15.2778,0,0,8.3000,0.302,30.5561,-0.2803,0.0074,-0.2561,-0.0290,0.5051,-0.1180
01/30/2015,505.0,Call,GOOG  150130C00505000,31.150,30.30,32.00,-2.80,-8.2474,0,18,31.1500,0.3132,30.3112,0.6945,0.0074,-0.2777,-0.0267,0.5290,0.2749
